Finca ,Fecha,lluvia 
MELCHORA,01/10/2018,3.6
MELCHORA,01/11/2015,0
MELCHORA,01/11/2016,5.5
MELCHORA,01/11/2017,7.2
MELCHORA,01/11/2018,1.5
MELCHORA,01/12/2015,0
MELCHORA,01/12/2016,3.25
MELCHORA,01/12/2017,0.25
MELCHORA,01/12/2018,2.6
MELCHORA,02/01/2016,0.571428571
MELCHORA,02/01/2017,19.25
MELCHORA,02/01/2018,0.166666667
MELCHORA,02/01/2019,0.75
MELCHORA,02/02/2016,0
MELCHORA,02/02/2017,4
MELCHORA,02/02/2018,0
MELCHORA,02/03/2016,0
MELCHORA,02/03/2017,0
MELCHORA,02/03/2018,0.166666667
MELCHORA,02/04/2016,0
MELCHORA,02/04/2017,0
MELCHORA,02/04/2018,0
MELCHORA,02/05/2015,0.671428571
MELCHORA,02/05/2016,28.85714286
MELCHORA,02/05/2017,0
MELCHORA,02/05/2018,0
MELCHORA,02/06/2015,1.964285714
MELCHORA,02/06/2016,5.571428571
MELCHORA,02/06/2017,3.4
MELCHORA,02/06/2018,4.6
MELCHORA,02/07/2015,0
MELCHORA,02/07/2016,60.16666667
MELCHORA,02/07/2017,5
MELCHORA,02/08/2015,20.85714286
MELCHORA,02/08/2016,0.641666667
MELCHORA,02/08/2017,0
MELCHORA,02/08/2018,8.7
MELCHORA,02/09/2015,15.42857143
MELCHORA,02/09/2016,3.333333333
MELCHORA,02/09/2017,0.2
MELCHORA,02/09/2018,10.2
MELCHORA,02/10/2015,19.78571429
MELCHORA,02/10/2016,0
MELCHORA,02/10/2018,1.3
MELCHORA,02/11/2015,0
MELCHORA,02/11/2016,0
MELCHORA,02/11/2017,5.6
MELCHORA,02/11/2018,0
MELCHORA,02/12/2015,0
MELCHORA,02/12/2016,0
MELCHORA,02/12/2017,0.75
MELCHORA,02/12/2018,0.3
MELCHORA,03/01/2017,0
MELCHORA,03/01/2018,8
MELCHORA,03/01/2019,0
MELCHORA,03/02/2016,0
MELCHORA,03/02/2017,0
MELCHORA,03/02/2018,0
MELCHORA,03/03/2016,2.428571429
MELCHORA,03/03/2017,1.1
MELCHORA,03/03/2018,3.666666667
MELCHORA,03/04/2016,0
MELCHORA,03/04/2017,0.65
MELCHORA,03/04/2018,0
MELCHORA,03/05/2015,0
MELCHORA,03/05/2016,0.857142857
MELCHORA,03/05/2017,28.5
MELCHORA,03/05/2018,3.8
MELCHORA,03/06/2015,2.214285714
MELCHORA,03/06/2016,5.142857143
MELCHORA,03/06/2017,0.8
MELCHORA,03/06/2018,2.3
MELCHORA,03/07/2015,1.071428571
MELCHORA,03/07/2016,7.25
MELCHORA,03/07/2017,44.8
MELCHORA,03/08/2015,5
MELCHORA,03/08/2016,0
MELCHORA,03/08/2017,5
MELCHORA,03/08/2018,14
MELCHORA,03/09/2015,19
MELCHORA,03/09/2016,8.666666667
MELCHORA,03/09/2017,21.6
MELCHORA,03/09/2018,8.5
MELCHORA,03/10/2015,0
MELCHORA,03/10/2016,0
MELCHORA,03/10/2017,18.8
MELCHORA,03/10/2018,23.2
MELCHORA,03/11/2015,0.928571429
MELCHORA,03/11/2016,17.33333333
MELCHORA,03/11/2017,24
MELCHORA,03/11/2018,1.416666667
MELCHORA,03/12/2015,0
MELCHORA,03/12/2016,0
MELCHORA,03/12/2017,0
MELCHORA,03/12/2018,2.4
MELCHORA,04/01/2016,2.821428571
MELCHORA,04/01/2017,0
MELCHORA,04/01/2018,0
MELCHORA,04/01/2019,0
MELCHORA,04/02/2016,0
MELCHORA,04/02/2017,1.125
MELCHORA,04/02/2018,1.333333333
MELCHORA,04/03/2016,1.821428571
MELCHORA,04/03/2017,0
MELCHORA,04/03/2018,5.833333333
MELCHORA,04/04/2016,0
MELCHORA,04/04/2017,1.7
MELCHORA,04/04/2018,0
MELCHORA,04/05/2015,0.071428571
MELCHORA,04/05/2016,19.85714286
MELCHORA,04/05/2017,1.2
MELCHORA,04/05/2018,1.7
MELCHORA,04/06/2015,0.535714286
MELCHORA,04/06/2016,116.4285714
MELCHORA,04/06/2017,44
MELCHORA,04/07/2015,0.285714286
MELCHORA,04/07/2016,7.666666667
MELCHORA,04/07/2017,35
MELCHORA,04/08/2015,0
MELCHORA,04/08/2016,0.166666667
MELCHORA,04/08/2017,7.9
MELCHORA,04/08/2018,11
MELCHORA,04/09/2015,2.607142857
MELCHORA,04/09/2016,4.5
MELCHORA,04/09/2017,32.6
MELCHORA,04/09/2018,0.7
MELCHORA,04/10/2015,0
MELCHORA,04/10/2016,0
MELCHORA,04/10/2017,51
MELCHORA,04/10/2018,2.9
MELCHORA,04/11/2015,5.333333333
MELCHORA,04/11/2016,4.5
MELCHORA,04/11/2017,8.1
MELCHORA,04/11/2018,0.2
MELCHORA,04/12/2015,0
MELCHORA,04/12/2016,3.25
MELCHORA,04/12/2017,7.5
MELCHORA,04/12/2018,3.3
MELCHORA,05/01/2016,9.178571429
MELCHORA,05/01/2017,0
MELCHORA,05/01/2018,0.125
MELCHORA,05/01/2019,0
MELCHORA,05/02/2016,0
MELCHORA,05/02/2017,0
MELCHORA,05/02/2018,0
MELCHORA,05/03/2016,0
MELCHORA,05/03/2017,0.5
MELCHORA,05/03/2018,3.166666667
MELCHORA,05/04/2016,0.142857143
MELCHORA,05/04/2017,0
MELCHORA,05/04/2018,0
MELCHORA,05/05/2015,1.321428571
MELCHORA,05/05/2016,7.185714286
MELCHORA,05/05/2017,0.5
MELCHORA,05/05/2018,2.7
MELCHORA,05/06/2015,9.642857143
MELCHORA,05/06/2016,50.16666667
MELCHORA,05/06/2017,0
MELCHORA,05/07/2015,0.892857143
MELCHORA,05/07/2016,0.583333333
MELCHORA,05/07/2017,23
MELCHORA,05/08/2015,0.142857143
MELCHORA,05/08/2016,39.58333333
MELCHORA,05/08/2017,14.6
MELCHORA,05/08/2018,19.6
MELCHORA,05/09/2015,10.71428571
MELCHORA,05/09/2016,17.83333333
MELCHORA,05/09/2017,2.2
MELCHORA,05/09/2018,0.1
MELCHORA,05/10/2015,0
MELCHORA,05/10/2016,0
MELCHORA,05/10/2017,62.6
MELCHORA,05/10/2018,47.1
MELCHORA,05/11/2015,0.392857143
MELCHORA,05/11/2016,2.5
MELCHORA,05/11/2017,5.7
MELCHORA,05/11/2018,0.6
MELCHORA,05/12/2015,11.28571429
MELCHORA,05/12/2016,5.416666667
MELCHORA,05/12/2017,20
MELCHORA,05/12/2018,2.4
MELCHORA,06/01/2016,2.178571429
MELCHORA,06/01/2017,0
MELCHORA,06/01/2018,0
MELCHORA,06/01/2019,0
MELCHORA,06/02/2016,0
MELCHORA,06/02/2017,0
MELCHORA,06/02/2018,0
MELCHORA,06/03/2016,0
MELCHORA,06/03/2017,0.6
MELCHORA,06/03/2018,0
MELCHORA,06/04/2016,0
MELCHORA,06/04/2017,0
MELCHORA,06/04/2018,0
MELCHORA,06/05/2015,0
MELCHORA,06/05/2016,0.357142857
MELCHORA,06/05/2017,16.35
MELCHORA,06/05/2018,0
MELCHORA,06/06/2015,1.071428571
MELCHORA,06/06/2016,11.66666667
MELCHORA,06/06/2017,1.5
MELCHORA,06/07/2015,1.15625
MELCHORA,06/07/2016,7.333333333
MELCHORA,06/07/2017,61
MELCHORA,06/08/2015,2.321428571
MELCHORA,06/08/2016,1.5
MELCHORA,06/08/2017,0.4
MELCHORA,06/08/2018,4.6
MELCHORA,06/09/2015,64.28571429
MELCHORA,06/09/2016,7.083333333
MELCHORA,06/09/2017,0
MELCHORA,06/09/2018,13
MELCHORA,06/10/2015,0
MELCHORA,06/10/2016,2.083333333
MELCHORA,06/10/2017,18.2
MELCHORA,06/10/2018,5.8
MELCHORA,06/11/2015,0.821428571
MELCHORA,06/11/2016,0.75
MELCHORA,06/11/2017,6.3
MELCHORA,06/11/2018,13.2
MELCHORA,06/12/2015,2.357142857
MELCHORA,06/12/2016,0
MELCHORA,06/12/2017,23.5
MELCHORA,06/12/2018,5.2
MELCHORA,07/01/2016,2.285714286
MELCHORA,07/01/2017,1.958333333
MELCHORA,07/01/2018,0
MELCHORA,07/01/2019,0
MELCHORA,07/02/2016,0
MELCHORA,07/02/2017,0
MELCHORA,07/02/2018,2.333333333
MELCHORA,07/03/2016,0
MELCHORA,07/03/2017,4.3
MELCHORA,07/03/2018,0
MELCHORA,07/04/2016,0
MELCHORA,07/04/2017,0
MELCHORA,07/04/2018,0
MELCHORA,07/05/2015,0
MELCHORA,07/05/2016,12.85714286
MELCHORA,07/05/2017,25.4
MELCHORA,07/05/2018,0
MELCHORA,07/06/2015,1.964285714
MELCHORA,07/06/2016,0.166666667
MELCHORA,07/06/2017,0
MELCHORA,07/07/2015,5.535714286
MELCHORA,07/07/2016,0.708333333
MELCHORA,07/07/2017,13.2
MELCHORA,07/08/2015,1.178571429
MELCHORA,07/08/2016,0
MELCHORA,07/08/2018,4.8
MELCHORA,07/09/2015,11.14285714
MELCHORA,07/09/2016,20
MELCHORA,07/09/2017,0
MELCHORA,07/09/2018,24.85714286
MELCHORA,07/10/2015,6.071428571
MELCHORA,07/10/2016,41.16666667
MELCHORA,07/10/2017,0.4
MELCHORA,07/10/2018,0
MELCHORA,07/11/2015,0.142857143
MELCHORA,07/11/2016,0
MELCHORA,07/11/2017,0
MELCHORA,07/11/2018,1.5
MELCHORA,07/12/2015,1.071428571
MELCHORA,07/12/2016,0.333333333
MELCHORA,07/12/2017,1.625
MELCHORA,07/12/2018,7.5
MELCHORA,08/01/2016,1.357142857
MELCHORA,08/01/2017,2.25
MELCHORA,08/01/2018,0
MELCHORA,08/01/2019,0
MELCHORA,08/02/2016,1.357142857
MELCHORA,08/02/2017,0
MELCHORA,08/02/2018,2.666666667
MELCHORA,08/03/2016,0
MELCHORA,08/03/2017,0
MELCHORA,08/03/2018,0
MELCHORA,08/04/2016,0.714285714
MELCHORA,08/04/2017,0
MELCHORA,08/04/2018,3.333333333
MELCHORA,08/05/2015,3.678571429
MELCHORA,08/05/2016,0
MELCHORA,08/05/2017,34
MELCHORA,08/05/2018,0
MELCHORA,08/06/2015,21.21428571
MELCHORA,08/06/2016,2.333333333
MELCHORA,08/06/2017,0
MELCHORA,08/07/2015,45
MELCHORA,08/07/2016,8.166666667
MELCHORA,08/07/2017,9.6
MELCHORA,08/08/2015,11.5
MELCHORA,08/08/2016,3.5
MELCHORA,08/08/2017,0
MELCHORA,08/08/2018,56
MELCHORA,08/09/2015,0.428571429
MELCHORA,08/09/2016,2.416666667
MELCHORA,08/09/2017,2.4
MELCHORA,08/09/2018,24.8
MELCHORA,08/10/2015,6.285714286
MELCHORA,08/10/2016,4.25
MELCHORA,08/10/2017,0.3
MELCHORA,08/10/2018,0
MELCHORA,08/11/2015,3.357142857
MELCHORA,08/11/2016,0
MELCHORA,08/11/2017,1.5
MELCHORA,08/11/2018,8.7
MELCHORA,08/12/2015,0
MELCHORA,08/12/2016,0.666666667
MELCHORA,08/12/2017,24
MELCHORA,08/12/2018,2.8
MELCHORA,09/01/2016,0.214285714
MELCHORA,09/01/2017,0.458333333
MELCHORA,09/01/2018,0
MELCHORA,09/01/2019,0
MELCHORA,09/02/2016,0
MELCHORA,09/02/2017,0
MELCHORA,09/02/2018,3.833333333
MELCHORA,09/03/2016,0
MELCHORA,09/03/2017,0.3
MELCHORA,09/03/2018,0.833333333
MELCHORA,09/04/2016,0.357142857
MELCHORA,09/04/2017,0
MELCHORA,09/04/2018,0
MELCHORA,09/05/2015,0
MELCHORA,09/05/2016,0
MELCHORA,09/05/2017,4
MELCHORA,09/05/2018,0
MELCHORA,09/06/2015,2.285714286
MELCHORA,09/06/2016,0.041666667
MELCHORA,09/06/2017,6.8
MELCHORA,09/07/2015,13
MELCHORA,09/07/2016,14.66666667
MELCHORA,09/07/2017,12.4
MELCHORA,09/08/2015,4.857142857
MELCHORA,09/08/2016,0
MELCHORA,09/08/2017,0.2
MELCHORA,09/08/2018,2.6
MELCHORA,09/09/2015,13.14285714
MELCHORA,09/09/2016,11
MELCHORA,09/09/2017,0
MELCHORA,09/09/2018,0.8
MELCHORA,09/10/2015,2.035714286
MELCHORA,09/10/2016,1.916666667
MELCHORA,09/10/2017,0.1
MELCHORA,09/10/2018,0
MELCHORA,09/11/2015,5.464285714
MELCHORA,09/11/2016,0
MELCHORA,09/11/2017,0
MELCHORA,09/11/2018,0.46
MELCHORA,09/12/2015,3.5
MELCHORA,09/12/2016,13.66666667
MELCHORA,09/12/2017,0.25
MELCHORA,09/12/2018,4.4
MELCHORA,10/01/2016,0.214285714
MELCHORA,10/01/2017,7.333333333
MELCHORA,10/01/2018,2.166666667
MELCHORA,10/01/2019,0
MELCHORA,10/02/2016,0
MELCHORA,10/02/2017,0
MELCHORA,10/02/2018,12.83333333
MELCHORA,10/03/2016,0
MELCHORA,10/03/2017,0
MELCHORA,10/03/2018,0.333333333
MELCHORA,10/04/2016,0
MELCHORA,10/04/2017,0
MELCHORA,10/04/2018,0
MELCHORA,10/05/2015,3.178571429
MELCHORA,10/05/2016,0
MELCHORA,10/05/2017,14.8
MELCHORA,10/05/2018,0
MELCHORA,10/06/2015,0.321428571
MELCHORA,10/06/2016,17
MELCHORA,10/06/2017,9.466
MELCHORA,10/07/2015,18.83333333
MELCHORA,10/07/2016,11.83333333
MELCHORA,10/07/2017,37
MELCHORA,10/08/2015,18.14285714
MELCHORA,10/08/2016,9.833333333
MELCHORA,10/08/2017,0
MELCHORA,10/08/2018,4.8
MELCHORA,10/09/2015,33.14285714
MELCHORA,10/09/2016,4.333333333
MELCHORA,10/09/2017,18
MELCHORA,10/09/2018,7.4
MELCHORA,10/10/2015,2.642857143
MELCHORA,10/10/2016,26
MELCHORA,10/10/2017,4.1
MELCHORA,10/10/2018,0
MELCHORA,10/11/2015,0
MELCHORA,10/11/2016,0.916666667
MELCHORA,10/11/2017,0.1
MELCHORA,10/11/2018,0
MELCHORA,10/12/2015,2.821428571
MELCHORA,10/12/2016,16.5
MELCHORA,10/12/2017,9
MELCHORA,10/12/2018,0.7
MELCHORA,11/01/2016,0
MELCHORA,11/01/2017,4
MELCHORA,11/01/2018,0.166666667
MELCHORA,11/01/2019,0
MELCHORA,11/02/2016,0
MELCHORA,11/02/2017,1.5
MELCHORA,11/02/2018,10.33333333
MELCHORA,11/03/2016,0
MELCHORA,11/03/2017,0.8
MELCHORA,11/03/2018,0
MELCHORA,11/04/2016,0
MELCHORA,11/04/2017,0
MELCHORA,11/04/2018,0
MELCHORA,11/05/2015,0.285714286
MELCHORA,11/05/2016,0
MELCHORA,11/05/2017,0.65
MELCHORA,11/05/2018,0
MELCHORA,11/06/2015,8.75
MELCHORA,11/06/2016,0.75
MELCHORA,11/06/2017,10.334
MELCHORA,11/07/2015,46.28571429
MELCHORA,11/07/2016,36
MELCHORA,11/07/2017,14
MELCHORA,11/08/2015,0
MELCHORA,11/08/2016,3.5
MELCHORA,11/08/2017,14
MELCHORA,11/08/2018,2.2
MELCHORA,11/09/2015,0.875
MELCHORA,11/09/2016,1.5
MELCHORA,11/09/2017,0
MELCHORA,11/09/2018,0
MELCHORA,11/10/2015,7.214285714
MELCHORA,11/10/2016,7.333333333
MELCHORA,11/10/2017,41
MELCHORA,11/10/2018,0
MELCHORA,11/11/2015,2.75
MELCHORA,11/11/2017,0
MELCHORA,11/11/2018,18.9
MELCHORA,11/12/2015,0
MELCHORA,11/12/2016,58.16666667
MELCHORA,11/12/2017,0.25
MELCHORA,11/12/2018,0.3
MELCHORA,12/01/2016,0
MELCHORA,12/01/2017,24.5
MELCHORA,12/01/2018,1.166666667
MELCHORA,12/01/2019,0
MELCHORA,12/02/2016,0
MELCHORA,12/02/2017,0.166666667
MELCHORA,12/02/2018,0.166666667
MELCHORA,12/03/2016,0.142857143
MELCHORA,12/03/2017,0.8
MELCHORA,12/03/2018,0.125
MELCHORA,12/04/2016,2
MELCHORA,12/04/2017,0
MELCHORA,12/04/2018,0
MELCHORA,12/05/2015,0
MELCHORA,12/05/2016,0
MELCHORA,12/05/2017,24.8
MELCHORA,12/05/2018,0
MELCHORA,12/06/2015,0.472222222
MELCHORA,12/06/2016,1.5
MELCHORA,12/06/2017,10.334
MELCHORA,12/07/2015,15.14285714
MELCHORA,12/07/2016,48.33333333
MELCHORA,12/07/2017,1
MELCHORA,12/08/2015,5.125
MELCHORA,12/08/2016,23.5
MELCHORA,12/08/2017,4
MELCHORA,12/08/2018,4.8
MELCHORA,12/09/2015,1.291666667
MELCHORA,12/09/2016,1.5
MELCHORA,12/09/2017,4.6
MELCHORA,12/09/2018,1.4
MELCHORA,12/10/2015,3.392857143
MELCHORA,12/10/2016,36.33333333
MELCHORA,12/10/2017,0.7
MELCHORA,12/10/2018,14.2
MELCHORA,12/11/2015,0.642857143
MELCHORA,12/11/2016,6.75
MELCHORA,12/11/2017,1.8
MELCHORA,12/11/2018,83.1
MELCHORA,12/12/2015,1.428571429
MELCHORA,12/12/2016,52.83333333
MELCHORA,12/12/2017,0
MELCHORA,12/12/2018,1.2
MELCHORA,13/01/2016,0
MELCHORA,13/01/2017,24.16666667
MELCHORA,13/01/2018,0
MELCHORA,13/01/2019,0
MELCHORA,13/02/2016,0
MELCHORA,13/02/2017,1.5
MELCHORA,13/02/2018,14.83333333
MELCHORA,13/03/2016,0
MELCHORA,13/03/2017,0
MELCHORA,13/03/2018,0
MELCHORA,13/04/2016,0
MELCHORA,13/04/2017,0
MELCHORA,13/04/2018,0
MELCHORA,13/05/2015,0
MELCHORA,13/05/2016,1.464285714
MELCHORA,13/05/2017,44
MELCHORA,13/05/2018,1.2
MELCHORA,13/06/2015,3.25
MELCHORA,13/06/2016,0.166666667
MELCHORA,13/06/2017,10.2
MELCHORA,13/07/2015,31.28571429
MELCHORA,13/07/2016,5.416666667
MELCHORA,13/07/2017,7.2
MELCHORA,13/08/2015,0.357142857
MELCHORA,13/08/2016,3.833333333
MELCHORA,13/08/2017,3.4
MELCHORA,13/08/2018,27.2
MELCHORA,13/09/2015,33.64285714
MELCHORA,13/09/2016,18.41666667
MELCHORA,13/09/2017,0.3
MELCHORA,13/09/2018,4.416666667
MELCHORA,13/10/2015,21.5
MELCHORA,13/10/2016,0.583333333
MELCHORA,13/10/2017,0.2
MELCHORA,13/10/2018,14
MELCHORA,13/11/2015,8.857142857
MELCHORA,13/11/2016,7.833333333
MELCHORA,13/11/2017,35.9
MELCHORA,13/11/2018,3.166666667
MELCHORA,13/12/2015,0
MELCHORA,13/12/2016,23.83333333
MELCHORA,13/12/2017,0
MELCHORA,13/12/2018,4.4
MELCHORA,14/01/2016,20.28571429
MELCHORA,14/01/2017,5.833333333
MELCHORA,14/01/2018,1.75
MELCHORA,14/01/2019,9.9
MELCHORA,14/02/2016,2
MELCHORA,14/02/2017,1
MELCHORA,14/02/2018,5.666666667
MELCHORA,14/03/2016,0
MELCHORA,14/03/2017,0
MELCHORA,14/03/2018,0
MELCHORA,14/04/2016,0
MELCHORA,14/04/2017,0
MELCHORA,14/04/2018,0
MELCHORA,14/05/2015,0
MELCHORA,14/05/2016,0
MELCHORA,14/05/2017,0.4
MELCHORA,14/05/2018,1.2
MELCHORA,14/06/2015,0.464285714
MELCHORA,14/06/2016,9.041666667
MELCHORA,14/06/2017,9.4
MELCHORA,14/07/2015,0.857142857
MELCHORA,14/07/2016,32.66666667
MELCHORA,14/07/2017,13
MELCHORA,14/08/2015,2.75
MELCHORA,14/08/2016,2
MELCHORA,14/08/2017,9.6
MELCHORA,14/08/2018,42.4
MELCHORA,14/09/2015,13.57142857
MELCHORA,14/09/2016,18.41666667
MELCHORA,14/09/2017,5.2
MELCHORA,14/09/2018,1.5
MELCHORA,14/10/2015,3.142857143
MELCHORA,14/10/2016,24
MELCHORA,14/10/2017,4.5
MELCHORA,14/10/2018,0
MELCHORA,14/11/2015,12
MELCHORA,14/11/2016,45
MELCHORA,14/11/2017,27.875
MELCHORA,14/11/2018,40.7
MELCHORA,14/12/2015,16.75
MELCHORA,14/12/2016,18.33333333
MELCHORA,14/12/2017,0
MELCHORA,14/12/2018,0
MELCHORA,15/01/2016,0
MELCHORA,15/01/2017,3
MELCHORA,15/01/2018,0.166666667
MELCHORA,15/01/2019,51.3
MELCHORA,15/02/2016,2.071428571
MELCHORA,15/02/2017,0.5
MELCHORA,15/02/2018,14.5
MELCHORA,15/03/2016,0
MELCHORA,15/03/2017,0
MELCHORA,15/03/2018,0
MELCHORA,15/04/2016,0
MELCHORA,15/04/2017,10.4
MELCHORA,15/04/2018,0
MELCHORA,15/05/2015,0
MELCHORA,15/05/2016,0.428571429
MELCHORA,15/05/2017,16
MELCHORA,15/05/2018,0
MELCHORA,15/06/2015,2.785714286
MELCHORA,15/06/2016,5.916666667
MELCHORA,15/06/2017,8
MELCHORA,15/07/2015,0
MELCHORA,15/07/2016,3.833333333
MELCHORA,15/07/2017,3.1
MELCHORA,15/08/2015,18.5
MELCHORA,15/08/2016,0
MELCHORA,15/08/2017,0.5
MELCHORA,15/08/2018,0.2
MELCHORA,15/09/2015,9.416666667
MELCHORA,15/09/2016,18.83333333
MELCHORA,15/09/2017,1.4
MELCHORA,15/09/2018,5.4
MELCHORA,15/10/2015,0.142857143
MELCHORA,15/10/2016,27.5
MELCHORA,15/10/2017,5.8
MELCHORA,15/10/2018,2.3
MELCHORA,15/11/2015,3.285714286
MELCHORA,15/11/2016,0
MELCHORA,15/11/2017,30
MELCHORA,15/11/2018,59.1
MELCHORA,15/12/2015,0
MELCHORA,15/12/2016,0
MELCHORA,15/12/2017,0
MELCHORA,15/12/2018,0
MELCHORA,16/01/2016,0
MELCHORA,16/01/2017,2
MELCHORA,16/01/2018,0.166666667
MELCHORA,16/01/2019,35
MELCHORA,16/02/2016,0
MELCHORA,16/02/2017,0
MELCHORA,16/02/2018,15.16666667
MELCHORA,16/03/2016,0
MELCHORA,16/03/2017,8.9
MELCHORA,16/03/2018,0
MELCHORA,16/04/2016,0
MELCHORA,16/04/2017,0.9
MELCHORA,16/04/2018,0
MELCHORA,16/05/2015,3.571428571
MELCHORA,16/05/2016,69
MELCHORA,16/05/2017,7.3
MELCHORA,16/05/2018,0
MELCHORA,16/06/2015,4.285714286
MELCHORA,16/06/2016,22.83333333
MELCHORA,16/06/2017,37.2
MELCHORA,16/07/2015,0
MELCHORA,16/07/2016,17.61666667
MELCHORA,16/07/2017,18.4
MELCHORA,16/08/2015,13.28571429
MELCHORA,16/08/2016,0
MELCHORA,16/08/2017,1.1
MELCHORA,16/08/2018,0.85
MELCHORA,16/09/2015,5.857142857
MELCHORA,16/09/2016,18.83333333
MELCHORA,16/09/2017,6.4
MELCHORA,16/09/2018,0
MELCHORA,16/10/2015,41.85714286
MELCHORA,16/10/2016,0.5
MELCHORA,16/10/2017,16.8
MELCHORA,16/10/2018,5.5
MELCHORA,16/11/2015,4.678571429
MELCHORA,16/11/2016,0.25
MELCHORA,16/11/2017,19
MELCHORA,16/11/2018,10.9
MELCHORA,16/12/2015,0
MELCHORA,16/12/2016,4.666666667
MELCHORA,16/12/2017,6
MELCHORA,16/12/2018,5.8
MELCHORA,17/01/2016,0
MELCHORA,17/01/2017,0
MELCHORA,17/01/2018,1.5
MELCHORA,17/01/2019,18
MELCHORA,17/02/2016,0
MELCHORA,17/02/2017,0
MELCHORA,17/02/2018,6.666666667
MELCHORA,17/03/2016,0
MELCHORA,17/03/2017,2.8
MELCHORA,17/03/2018,0
MELCHORA,17/04/2016,0
MELCHORA,17/04/2017,2.15
MELCHORA,17/04/2018,0
MELCHORA,17/05/2015,15.14285714
MELCHORA,17/05/2016,4.071428571
MELCHORA,17/05/2017,0.7
MELCHORA,17/05/2018,0
MELCHORA,17/06/2015,0.535714286
MELCHORA,17/06/2016,0.083333333
MELCHORA,17/06/2017,1.9
MELCHORA,17/07/2015,2.071428571
MELCHORA,17/07/2016,17.61666667
MELCHORA,17/07/2017,3.8
MELCHORA,17/07/2018,7.8
MELCHORA,17/08/2015,30.28571429
MELCHORA,17/08/2016,43.33333333
MELCHORA,17/08/2017,7.6
MELCHORA,17/08/2018,0.7
MELCHORA,17/09/2015,0
MELCHORA,17/09/2017,25.1
MELCHORA,17/09/2018,0
MELCHORA,17/10/2015,0.071428571
MELCHORA,17/10/2016,11.58333333
MELCHORA,17/10/2017,7.4
MELCHORA,17/10/2018,45
MELCHORA,17/11/2015,3.071428571
MELCHORA,17/11/2016,2.291666667
MELCHORA,17/11/2017,0.125
MELCHORA,17/11/2018,16.3
MELCHORA,17/12/2015,0
MELCHORA,17/12/2016,24
MELCHORA,17/12/2017,0
MELCHORA,17/12/2018,9.5
MELCHORA,18/01/2016,0
MELCHORA,18/01/2017,0.25
MELCHORA,18/01/2018,1.166666667
MELCHORA,18/01/2019,0.8
MELCHORA,18/02/2016,0
MELCHORA,18/02/2017,0
MELCHORA,18/02/2018,0
MELCHORA,18/03/2016,0
MELCHORA,18/03/2017,3.6
MELCHORA,18/03/2018,0
MELCHORA,18/04/2016,0
MELCHORA,18/04/2017,11.2
MELCHORA,18/04/2018,0
MELCHORA,18/05/2015,3.4
MELCHORA,18/05/2016,8
MELCHORA,18/05/2017,7.4
MELCHORA,18/05/2018,14.4
MELCHORA,18/06/2015,0.857142857
MELCHORA,18/06/2016,0.25
MELCHORA,18/06/2017,0
MELCHORA,18/07/2015,5.6875
MELCHORA,18/07/2016,17.6
MELCHORA,18/07/2017,37.6
MELCHORA,18/07/2018,6.1
MELCHORA,18/08/2015,1.678571429
MELCHORA,18/08/2016,2
MELCHORA,18/08/2017,11.1
MELCHORA,18/08/2018,7.6
MELCHORA,18/09/2015,10.57142857
MELCHORA,18/09/2017,0
MELCHORA,18/09/2018,1.2
MELCHORA,18/10/2015,4
MELCHORA,18/10/2016,3.333333333
MELCHORA,18/10/2017,2.4
MELCHORA,18/10/2018,34
MELCHORA,18/11/2015,1.642857143
MELCHORA,18/11/2016,0.666666667
MELCHORA,18/11/2017,0
MELCHORA,18/11/2018,13.2
MELCHORA,18/12/2015,0
MELCHORA,18/12/2016,12.08333333
MELCHORA,18/12/2017,10
MELCHORA,18/12/2018,1.928571429
MELCHORA,19/01/2016,0
MELCHORA,19/01/2017,0.75
MELCHORA,19/01/2018,36.66666667
MELCHORA,19/01/2019,0
MELCHORA,19/02/2016,7.207142857
MELCHORA,19/02/2017,0
MELCHORA,19/02/2018,3.833333333
MELCHORA,19/03/2016,0
MELCHORA,19/03/2017,3.6
MELCHORA,19/03/2018,0
MELCHORA,19/04/2016,0.142857143
MELCHORA,19/04/2017,0
MELCHORA,19/04/2018,0.166666667
MELCHORA,19/05/2015,3.857142857
MELCHORA,19/05/2016,2.818571429
MELCHORA,19/05/2017,6.8
MELCHORA,19/05/2018,0.2
MELCHORA,19/06/2015,11.5
MELCHORA,19/06/2016,0
MELCHORA,19/06/2017,13
MELCHORA,19/07/2015,53.41666667
MELCHORA,19/07/2016,27.91666667
MELCHORA,19/07/2017,85
MELCHORA,19/07/2018,1.1
MELCHORA,19/08/2015,1.5
MELCHORA,19/08/2016,0.333333333
MELCHORA,19/08/2017,1
MELCHORA,19/08/2018,0.9
MELCHORA,19/09/2015,52.85714286
MELCHORA,19/09/2016,1.708333333
MELCHORA,19/09/2017,16
MELCHORA,19/09/2018,4.2
MELCHORA,19/10/2015,0.714285714
MELCHORA,19/10/2016,1.833333333
MELCHORA,19/10/2017,9.1
MELCHORA,19/10/2018,21.6
MELCHORA,19/11/2015,5.75
MELCHORA,19/11/2016,2.583333333
MELCHORA,19/11/2017,0
MELCHORA,19/11/2018,20.5
MELCHORA,19/12/2016,0.916666667
MELCHORA,19/12/2017,7.75
MELCHORA,19/12/2018,3.7
MELCHORA,20/01/2016,0
MELCHORA,20/01/2017,0.916666667
MELCHORA,20/01/2018,8.166666667
MELCHORA,20/01/2019,0
