Finca ,Fecha,lluvia 
ISLA GRANDE,16/07/2018,1
ISLA GRANDE,16/08/2015,10.33333333
ISLA GRANDE,16/08/2016,5.625
ISLA GRANDE,16/08/2017,2
ISLA GRANDE,16/08/2018,2.875
ISLA GRANDE,16/09/2015,5.5
ISLA GRANDE,16/09/2016,6.5
ISLA GRANDE,16/09/2017,5
ISLA GRANDE,16/09/2018,1.375
ISLA GRANDE,16/10/2015,38.75
ISLA GRANDE,16/10/2016,31
ISLA GRANDE,16/10/2017,14.75
ISLA GRANDE,16/10/2018,16.5
ISLA GRANDE,16/11/2015,2.875
ISLA GRANDE,16/11/2016,0.625
ISLA GRANDE,16/11/2017,14.5
ISLA GRANDE,16/11/2018,28.75
ISLA GRANDE,16/12/2015,0
ISLA GRANDE,16/12/2016,6.5
ISLA GRANDE,16/12/2017,3.5
ISLA GRANDE,16/12/2018,0
ISLA GRANDE,17/01/2016,0
ISLA GRANDE,17/01/2017,3.625
ISLA GRANDE,17/01/2018,2.625
ISLA GRANDE,17/01/2019,11.25
ISLA GRANDE,17/02/2016,0
ISLA GRANDE,17/02/2017,0
ISLA GRANDE,17/02/2018,20.75
ISLA GRANDE,17/03/2016,0
ISLA GRANDE,17/03/2017,0.875
ISLA GRANDE,17/03/2018,0
ISLA GRANDE,17/04/2016,0
ISLA GRANDE,17/04/2017,7.5
ISLA GRANDE,17/04/2018,0
ISLA GRANDE,17/05/2015,37.25
ISLA GRANDE,17/05/2016,1
ISLA GRANDE,17/05/2017,0
ISLA GRANDE,17/05/2018,0
ISLA GRANDE,17/06/2015,4.375
ISLA GRANDE,17/06/2016,0.25
ISLA GRANDE,17/06/2017,2.375
ISLA GRANDE,17/06/2018,3.75
ISLA GRANDE,17/07/2015,15.25
ISLA GRANDE,17/07/2016,14.375
ISLA GRANDE,17/07/2017,0
ISLA GRANDE,17/07/2018,19.875
ISLA GRANDE,17/08/2015,28.66666667
ISLA GRANDE,17/08/2016,13
ISLA GRANDE,17/08/2017,2.625
ISLA GRANDE,17/08/2018,0
ISLA GRANDE,17/09/2015,2.125
ISLA GRANDE,17/09/2016,0
ISLA GRANDE,17/09/2017,0
ISLA GRANDE,17/09/2018,0
ISLA GRANDE,17/10/2015,17
ISLA GRANDE,17/10/2016,8
ISLA GRANDE,17/10/2017,5.125
ISLA GRANDE,17/10/2018,23.25
ISLA GRANDE,17/11/2015,4.875
ISLA GRANDE,17/11/2016,0.5
ISLA GRANDE,17/11/2017,0.05
ISLA GRANDE,17/11/2018,17
ISLA GRANDE,17/12/2015,0
ISLA GRANDE,17/12/2016,3.5
ISLA GRANDE,17/12/2017,0.375
ISLA GRANDE,17/12/2018,4
ISLA GRANDE,18/01/2016,0
ISLA GRANDE,18/01/2017,2.375
ISLA GRANDE,18/01/2018,4.125
ISLA GRANDE,18/01/2019,0.625
ISLA GRANDE,18/02/2016,0
ISLA GRANDE,18/02/2017,0
ISLA GRANDE,18/02/2018,3.333333333
ISLA GRANDE,18/03/2016,0
ISLA GRANDE,18/03/2017,0.625
ISLA GRANDE,18/03/2018,0
ISLA GRANDE,18/04/2016,0
ISLA GRANDE,18/04/2017,4.125
ISLA GRANDE,18/04/2018,4.875
ISLA GRANDE,18/05/2015,7.875
ISLA GRANDE,18/05/2016,12.25
ISLA GRANDE,18/05/2017,14
ISLA GRANDE,18/05/2018,6.875
ISLA GRANDE,18/06/2015,0.5625
ISLA GRANDE,18/06/2016,0
ISLA GRANDE,18/06/2017,1.75
ISLA GRANDE,18/06/2018,14
ISLA GRANDE,18/07/2015,9.875
ISLA GRANDE,18/07/2016,14.875
ISLA GRANDE,18/07/2017,6.75
ISLA GRANDE,18/07/2018,5
ISLA GRANDE,18/08/2015,5.666666667
ISLA GRANDE,18/08/2016,4
ISLA GRANDE,18/08/2018,0
ISLA GRANDE,18/09/2015,3.875
ISLA GRANDE,18/09/2016,3.75
ISLA GRANDE,18/09/2017,0.25
ISLA GRANDE,18/09/2018,0
ISLA GRANDE,18/10/2015,24.5
ISLA GRANDE,18/10/2016,3.5
ISLA GRANDE,18/10/2017,5.75
ISLA GRANDE,18/10/2018,33.75
ISLA GRANDE,18/11/2015,9.375
ISLA GRANDE,18/11/2016,4.75
ISLA GRANDE,18/11/2017,0
ISLA GRANDE,18/11/2018,13.75
ISLA GRANDE,18/12/2015,0
ISLA GRANDE,18/12/2016,13.125
ISLA GRANDE,18/12/2017,5.3125
ISLA GRANDE,18/12/2018,3.125
ISLA GRANDE,19/01/2016,0
ISLA GRANDE,19/01/2017,1.375
ISLA GRANDE,19/01/2018,32.75
ISLA GRANDE,19/01/2019,0
ISLA GRANDE,19/02/2016,10.75
ISLA GRANDE,19/02/2017,0
ISLA GRANDE,19/02/2018,4.9
ISLA GRANDE,19/03/2016,0
ISLA GRANDE,19/03/2017,7.25
ISLA GRANDE,19/03/2018,0
ISLA GRANDE,19/04/2016,0
ISLA GRANDE,19/04/2017,0
ISLA GRANDE,19/04/2018,0
ISLA GRANDE,19/05/2015,12
ISLA GRANDE,19/05/2016,2.25
ISLA GRANDE,19/05/2017,3.5
ISLA GRANDE,19/05/2018,1.875
ISLA GRANDE,19/06/2015,9.25
ISLA GRANDE,19/06/2016,0
ISLA GRANDE,19/06/2017,23
ISLA GRANDE,19/06/2018,25.875
ISLA GRANDE,19/07/2015,8.5
ISLA GRANDE,19/07/2016,29.875
ISLA GRANDE,19/07/2017,51.375
ISLA GRANDE,19/07/2018,0
ISLA GRANDE,19/08/2015,6.666666667
ISLA GRANDE,19/08/2016,2.25
ISLA GRANDE,19/08/2017,0.5
ISLA GRANDE,19/08/2018,2.125
ISLA GRANDE,19/09/2015,16.25
ISLA GRANDE,19/09/2016,0
ISLA GRANDE,19/09/2017,0
ISLA GRANDE,19/09/2018,0
ISLA GRANDE,19/10/2015,0.75
ISLA GRANDE,19/10/2016,0
ISLA GRANDE,19/10/2017,5.25
ISLA GRANDE,19/10/2018,4
ISLA GRANDE,19/11/2015,5
ISLA GRANDE,19/11/2016,3
ISLA GRANDE,19/11/2017,0
ISLA GRANDE,19/11/2018,12.25
ISLA GRANDE,19/12/2015,0
ISLA GRANDE,19/12/2016,6
ISLA GRANDE,19/12/2017,7.125
ISLA GRANDE,19/12/2018,1.25
ISLA GRANDE,20/01/2016,3.875
ISLA GRANDE,20/01/2017,0.25
ISLA GRANDE,20/01/2018,26.5
ISLA GRANDE,20/01/2019,0
ISLA GRANDE,20/02/2016,7
ISLA GRANDE,20/02/2017,0
ISLA GRANDE,20/02/2018,0.125
ISLA GRANDE,20/03/2016,0
ISLA GRANDE,20/03/2017,1
ISLA GRANDE,20/03/2018,0
ISLA GRANDE,20/04/2016,0
ISLA GRANDE,20/04/2017,2.75
ISLA GRANDE,20/04/2018,3.75
ISLA GRANDE,20/05/2015,86.5
ISLA GRANDE,20/05/2016,9.75
ISLA GRANDE,20/05/2017,14.875
ISLA GRANDE,20/05/2018,0
ISLA GRANDE,20/06/2015,0
ISLA GRANDE,20/06/2016,5.75
ISLA GRANDE,20/06/2017,7.25
ISLA GRANDE,20/06/2018,3.375
ISLA GRANDE,20/07/2015,10.625
ISLA GRANDE,20/07/2016,29.875
ISLA GRANDE,20/07/2017,46.7
ISLA GRANDE,20/07/2018,0
ISLA GRANDE,20/08/2015,4.125
ISLA GRANDE,20/08/2016,0
ISLA GRANDE,20/08/2017,9
ISLA GRANDE,20/08/2018,10.25
ISLA GRANDE,20/09/2015,20
ISLA GRANDE,20/09/2016,0
ISLA GRANDE,20/09/2017,6.25
ISLA GRANDE,20/09/2018,8.75
ISLA GRANDE,20/10/2015,5.5
ISLA GRANDE,20/10/2016,13.5
ISLA GRANDE,20/10/2017,2.05
ISLA GRANDE,20/10/2018,18
ISLA GRANDE,20/11/2015,5.625
ISLA GRANDE,20/11/2016,4.125
ISLA GRANDE,20/11/2017,0
ISLA GRANDE,20/11/2018,21.375
ISLA GRANDE,20/12/2015,0
ISLA GRANDE,20/12/2016,22.5
ISLA GRANDE,20/12/2017,8.625
ISLA GRANDE,20/12/2018,0
ISLA GRANDE,21/01/2016,1.125
ISLA GRANDE,21/01/2017,1.625
ISLA GRANDE,21/01/2018,20
ISLA GRANDE,21/01/2019,0
ISLA GRANDE,21/02/2016,21.25
ISLA GRANDE,21/02/2017,0
ISLA GRANDE,21/02/2018,12.25
ISLA GRANDE,21/03/2016,0
ISLA GRANDE,21/03/2017,0
ISLA GRANDE,21/03/2018,0
ISLA GRANDE,21/04/2016,0
ISLA GRANDE,21/04/2017,0.25
ISLA GRANDE,21/04/2018,1.125
ISLA GRANDE,21/05/2015,34.5
ISLA GRANDE,21/05/2016,13.75
ISLA GRANDE,21/05/2017,0.75
ISLA GRANDE,21/05/2018,0
ISLA GRANDE,21/06/2015,0
ISLA GRANDE,21/06/2016,13
ISLA GRANDE,21/06/2017,0
ISLA GRANDE,21/06/2018,43.625
ISLA GRANDE,21/07/2015,3
ISLA GRANDE,21/07/2016,2.5
ISLA GRANDE,21/07/2017,3.75
ISLA GRANDE,21/07/2018,37.25
ISLA GRANDE,21/08/2015,5.625
ISLA GRANDE,21/08/2016,24.75
ISLA GRANDE,21/08/2017,1.75
ISLA GRANDE,21/08/2018,15.25
ISLA GRANDE,21/09/2015,0
ISLA GRANDE,21/09/2016,39.625
ISLA GRANDE,21/09/2017,8.4
ISLA GRANDE,21/09/2018,20.25
ISLA GRANDE,21/10/2015,2.5
ISLA GRANDE,21/10/2016,0.125
ISLA GRANDE,21/10/2017,6.75
ISLA GRANDE,21/10/2018,9.875
ISLA GRANDE,21/11/2015,24
ISLA GRANDE,21/11/2016,1.125
ISLA GRANDE,21/11/2017,0
ISLA GRANDE,21/11/2018,19.875
ISLA GRANDE,21/12/2015,17.75
ISLA GRANDE,21/12/2016,16.5
ISLA GRANDE,21/12/2017,8.75
ISLA GRANDE,21/12/2018,0
ISLA GRANDE,22/01/2016,0
ISLA GRANDE,22/01/2017,0
ISLA GRANDE,22/01/2018,0
ISLA GRANDE,22/01/2019,0
ISLA GRANDE,22/02/2016,3.5
ISLA GRANDE,22/02/2017,0
ISLA GRANDE,22/02/2018,0.375
ISLA GRANDE,22/03/2016,0
ISLA GRANDE,22/03/2017,0
ISLA GRANDE,22/03/2018,0.125
ISLA GRANDE,22/04/2016,0
ISLA GRANDE,22/04/2017,0
ISLA GRANDE,22/04/2018,25
ISLA GRANDE,22/05/2015,3
ISLA GRANDE,22/05/2016,9.75
ISLA GRANDE,22/05/2017,0
ISLA GRANDE,22/05/2018,13.5
ISLA GRANDE,22/06/2015,24
ISLA GRANDE,22/06/2016,59.5
ISLA GRANDE,22/06/2017,0
ISLA GRANDE,22/06/2018,0.625
ISLA GRANDE,22/07/2015,19.75
ISLA GRANDE,22/07/2016,0
ISLA GRANDE,22/07/2017,55.75
ISLA GRANDE,22/07/2018,6.25
ISLA GRANDE,22/08/2015,22.5
ISLA GRANDE,22/08/2016,2.125
ISLA GRANDE,22/08/2017,0.2
ISLA GRANDE,22/08/2018,10
ISLA GRANDE,22/09/2015,5.75
ISLA GRANDE,22/09/2016,3.625
ISLA GRANDE,22/09/2017,14.875
ISLA GRANDE,22/09/2018,2
ISLA GRANDE,22/10/2015,15.5
ISLA GRANDE,22/10/2016,2.125
ISLA GRANDE,22/10/2017,0
ISLA GRANDE,22/10/2018,3.625
ISLA GRANDE,22/11/2015,3.25
ISLA GRANDE,22/11/2016,0
ISLA GRANDE,22/11/2017,0.125
ISLA GRANDE,22/11/2018,4.125
ISLA GRANDE,22/12/2015,5.625
ISLA GRANDE,22/12/2016,10.75
ISLA GRANDE,22/12/2017,4.875
ISLA GRANDE,22/12/2018,0
ISLA GRANDE,23/01/2016,6.875
ISLA GRANDE,23/01/2017,0
ISLA GRANDE,23/01/2018,18.375
ISLA GRANDE,23/01/2019,0
ISLA GRANDE,23/02/2016,3
ISLA GRANDE,23/02/2017,0
ISLA GRANDE,23/02/2018,8
ISLA GRANDE,23/03/2016,0
ISLA GRANDE,23/03/2017,0
ISLA GRANDE,23/03/2018,0
ISLA GRANDE,23/04/2016,0
ISLA GRANDE,23/04/2017,0
ISLA GRANDE,23/04/2018,2
ISLA GRANDE,23/05/2016,0
ISLA GRANDE,23/05/2017,7.5
ISLA GRANDE,23/05/2018,8.75
ISLA GRANDE,23/06/2015,7
ISLA GRANDE,23/06/2016,0.125
ISLA GRANDE,23/06/2017,1.625
ISLA GRANDE,23/06/2018,0
ISLA GRANDE,23/07/2015,2.25
ISLA GRANDE,23/07/2016,12
ISLA GRANDE,23/07/2017,2.375
ISLA GRANDE,23/07/2018,30.125
ISLA GRANDE,23/08/2015,43.25
ISLA GRANDE,23/08/2016,6.625
ISLA GRANDE,23/08/2017,0.875
ISLA GRANDE,23/08/2018,24
ISLA GRANDE,23/09/2015,9.25
ISLA GRANDE,23/09/2016,0
ISLA GRANDE,23/09/2017,52.5
ISLA GRANDE,23/09/2018,48.25
ISLA GRANDE,23/10/2015,0
ISLA GRANDE,23/10/2016,2.625
ISLA GRANDE,23/10/2017,0
ISLA GRANDE,23/10/2018,8.5
ISLA GRANDE,23/11/2015,4.4
ISLA GRANDE,23/11/2016,1
ISLA GRANDE,23/11/2017,19.75
ISLA GRANDE,23/11/2018,8.75
ISLA GRANDE,23/12/2015,7.625
ISLA GRANDE,23/12/2016,6.125
ISLA GRANDE,23/12/2017,23.25
ISLA GRANDE,23/12/2018,3.0625
ISLA GRANDE,24/01/2016,7.5
ISLA GRANDE,24/01/2017,0
ISLA GRANDE,24/01/2018,25.125
ISLA GRANDE,24/01/2019,0
ISLA GRANDE,24/02/2016,0
ISLA GRANDE,24/02/2017,0
ISLA GRANDE,24/02/2018,0
ISLA GRANDE,24/03/2016,3.75
ISLA GRANDE,24/03/2017,0
ISLA GRANDE,24/03/2018,3.25
ISLA GRANDE,24/04/2016,0
ISLA GRANDE,24/04/2017,0
ISLA GRANDE,24/04/2018,0
ISLA GRANDE,24/05/2016,0
ISLA GRANDE,24/05/2017,5.25
ISLA GRANDE,24/05/2018,9
ISLA GRANDE,24/06/2015,17.75
ISLA GRANDE,24/06/2016,15.625
ISLA GRANDE,24/06/2017,0
ISLA GRANDE,24/06/2018,25.5
ISLA GRANDE,24/07/2015,10.625
ISLA GRANDE,24/07/2016,12.5
ISLA GRANDE,24/07/2017,9.375
ISLA GRANDE,24/07/2018,3.375
ISLA GRANDE,24/08/2015,10.25
ISLA GRANDE,24/08/2016,3
ISLA GRANDE,24/08/2017,19.5
ISLA GRANDE,24/08/2018,17.25
ISLA GRANDE,24/09/2015,20.25
ISLA GRANDE,24/09/2016,0
ISLA GRANDE,24/09/2017,38.75
ISLA GRANDE,24/09/2018,2.5
ISLA GRANDE,24/10/2015,5.25
ISLA GRANDE,24/10/2016,1.625
ISLA GRANDE,24/10/2017,0.25
ISLA GRANDE,24/10/2018,8.5
ISLA GRANDE,24/11/2015,0.875
ISLA GRANDE,24/11/2016,4.75
ISLA GRANDE,24/11/2017,5
ISLA GRANDE,24/11/2018,0
ISLA GRANDE,24/12/2015,4.75
ISLA GRANDE,24/12/2016,4
ISLA GRANDE,24/12/2017,4.7
ISLA GRANDE,24/12/2018,2.75
ISLA GRANDE,25/01/2016,0
ISLA GRANDE,25/01/2017,0
ISLA GRANDE,25/01/2018,3.75
ISLA GRANDE,25/02/2016,0
ISLA GRANDE,25/02/2017,0
ISLA GRANDE,25/02/2018,4.375
ISLA GRANDE,25/03/2016,0
ISLA GRANDE,25/03/2017,0
ISLA GRANDE,25/03/2018,4.625
ISLA GRANDE,25/04/2016,0
ISLA GRANDE,25/04/2017,0
ISLA GRANDE,25/04/2018,10.5
ISLA GRANDE,25/05/2015,12.33333333
ISLA GRANDE,25/05/2016,0
ISLA GRANDE,25/05/2017,15.25
ISLA GRANDE,25/05/2018,2.125
ISLA GRANDE,25/06/2015,0.125
ISLA GRANDE,25/06/2016,41.5
ISLA GRANDE,25/06/2017,0.5
ISLA GRANDE,25/06/2018,17.25
ISLA GRANDE,25/07/2015,4.625
ISLA GRANDE,25/07/2016,34.25
ISLA GRANDE,25/07/2017,24.25
ISLA GRANDE,25/07/2018,4.875
ISLA GRANDE,25/08/2015,0
ISLA GRANDE,25/08/2016,0
ISLA GRANDE,25/08/2017,22.75
ISLA GRANDE,25/08/2018,10.25
ISLA GRANDE,25/09/2015,4.125
ISLA GRANDE,25/09/2016,0
ISLA GRANDE,25/09/2017,21.25
ISLA GRANDE,25/09/2018,29.25
ISLA GRANDE,25/10/2015,6.5
ISLA GRANDE,25/10/2016,4.375
ISLA GRANDE,25/10/2017,0
ISLA GRANDE,25/10/2018,19.75
ISLA GRANDE,25/11/2015,0
ISLA GRANDE,25/11/2016,122.5
ISLA GRANDE,25/11/2017,0
ISLA GRANDE,25/11/2018,4.75
ISLA GRANDE,25/12/2015,0
ISLA GRANDE,25/12/2016,0.625
ISLA GRANDE,25/12/2017,5.25
ISLA GRANDE,25/12/2018,3.25
ISLA GRANDE,26/01/2016,0
ISLA GRANDE,26/01/2017,0
ISLA GRANDE,26/01/2018,21.5
ISLA GRANDE,26/02/2016,0
ISLA GRANDE,26/02/2017,0
ISLA GRANDE,26/02/2018,14.75
ISLA GRANDE,26/03/2016,0
ISLA GRANDE,26/03/2017,0
ISLA GRANDE,26/03/2018,2
ISLA GRANDE,26/04/2016,0
ISLA GRANDE,26/04/2017,0
ISLA GRANDE,26/04/2018,0
ISLA GRANDE,26/05/2015,3.0625
ISLA GRANDE,26/05/2016,11.25
ISLA GRANDE,26/05/2017,0
ISLA GRANDE,26/05/2018,17.25
ISLA GRANDE,26/06/2015,0.625
ISLA GRANDE,26/06/2016,1.125
ISLA GRANDE,26/06/2017,10.25
ISLA GRANDE,26/06/2018,0.75
ISLA GRANDE,26/07/2015,0.6875
ISLA GRANDE,26/07/2016,8.333333333
ISLA GRANDE,26/07/2017,35.75
ISLA GRANDE,26/07/2018,11.5
ISLA GRANDE,26/08/2015,0
ISLA GRANDE,26/08/2016,1.75
ISLA GRANDE,26/08/2017,12.5
ISLA GRANDE,26/08/2018,4
ISLA GRANDE,26/09/2015,11.25
ISLA GRANDE,26/09/2016,1.25
ISLA GRANDE,26/09/2017,0.375
ISLA GRANDE,26/09/2018,1
ISLA GRANDE,26/10/2015,8.5
ISLA GRANDE,26/10/2016,3.5
ISLA GRANDE,26/10/2017,8.625
ISLA GRANDE,26/10/2018,8.25
ISLA GRANDE,26/11/2015,6.75
ISLA GRANDE,26/11/2016,23.75
ISLA GRANDE,26/11/2017,0
ISLA GRANDE,26/11/2018,8.75
ISLA GRANDE,26/12/2015,7.625
ISLA GRANDE,26/12/2016,39
ISLA GRANDE,26/12/2017,6
ISLA GRANDE,26/12/2018,3.25
ISLA GRANDE,27/01/2016,0
ISLA GRANDE,27/01/2017,0
ISLA GRANDE,27/01/2018,17.25
ISLA GRANDE,27/02/2016,3.75
ISLA GRANDE,27/02/2017,0
ISLA GRANDE,27/02/2018,0.75
ISLA GRANDE,27/03/2016,0
ISLA GRANDE,27/03/2017,0
ISLA GRANDE,27/03/2018,2.375
ISLA GRANDE,27/04/2016,0
ISLA GRANDE,27/04/2017,0
ISLA GRANDE,27/04/2018,0
ISLA GRANDE,27/05/2015,9.375
ISLA GRANDE,27/05/2016,23
ISLA GRANDE,27/05/2017,2.125
ISLA GRANDE,27/05/2018,45.75
ISLA GRANDE,27/06/2015,0
ISLA GRANDE,27/06/2016,6.375
ISLA GRANDE,27/06/2017,5.875
ISLA GRANDE,27/06/2018,2.25
ISLA GRANDE,27/07/2015,0.25
ISLA GRANDE,27/07/2016,27.25
ISLA GRANDE,27/07/2017,29.375
ISLA GRANDE,27/07/2018,29.25
ISLA GRANDE,27/08/2015,0.125
ISLA GRANDE,27/08/2016,0
ISLA GRANDE,27/08/2017,0
ISLA GRANDE,27/08/2018,12.5
ISLA GRANDE,27/09/2015,2.25
ISLA GRANDE,27/09/2016,2.75
ISLA GRANDE,27/09/2017,16.875
ISLA GRANDE,27/09/2018,22.25
ISLA GRANDE,27/10/2015,28
ISLA GRANDE,27/10/2016,0
ISLA GRANDE,27/10/2017,61.875
ISLA GRANDE,27/10/2018,25.5
ISLA GRANDE,27/11/2015,12.625
ISLA GRANDE,27/11/2016,28.75
ISLA GRANDE,27/11/2017,14.875
ISLA GRANDE,27/11/2018,6.5
ISLA GRANDE,27/12/2015,0
ISLA GRANDE,27/12/2016,10.625
ISLA GRANDE,27/12/2017,7
ISLA GRANDE,27/12/2018,2.05
ISLA GRANDE,28/01/2016,0
ISLA GRANDE,28/01/2017,0
ISLA GRANDE,28/01/2018,8.25
ISLA GRANDE,28/02/2016,4.25
ISLA GRANDE,28/02/2017,6.25
ISLA GRANDE,28/02/2018,0.375
ISLA GRANDE,28/03/2016,0
ISLA GRANDE,28/03/2017,0
ISLA GRANDE,28/03/2018,0
ISLA GRANDE,28/04/2016,0
ISLA GRANDE,28/04/2017,0
ISLA GRANDE,28/04/2018,0
ISLA GRANDE,28/05/2015,0
ISLA GRANDE,28/05/2016,0
ISLA GRANDE,28/05/2017,5.375
ISLA GRANDE,28/05/2018,14
ISLA GRANDE,28/06/2015,1.5
ISLA GRANDE,28/06/2016,7
ISLA GRANDE,28/06/2017,9.75
ISLA GRANDE,28/06/2018,5
ISLA GRANDE,28/07/2015,4.25
ISLA GRANDE,28/07/2016,23.75
ISLA GRANDE,28/07/2017,5.5
ISLA GRANDE,28/07/2018,2
ISLA GRANDE,28/08/2015,5.125
ISLA GRANDE,28/08/2016,0
ISLA GRANDE,28/08/2017,0
ISLA GRANDE,28/08/2018,8.5
ISLA GRANDE,28/09/2015,0
ISLA GRANDE,28/09/2016,3.125
ISLA GRANDE,28/09/2017,0.375
ISLA GRANDE,28/09/2018,13.5
ISLA GRANDE,28/10/2015,0
ISLA GRANDE,28/10/2016,0
ISLA GRANDE,28/10/2017,37.125
ISLA GRANDE,28/10/2018,0
ISLA GRANDE,28/11/2015,22.5
ISLA GRANDE,28/11/2016,4.875
ISLA GRANDE,28/11/2017,0
ISLA GRANDE,28/11/2018,1.5
ISLA GRANDE,28/12/2015,1.25
ISLA GRANDE,28/12/2016,1.25
ISLA GRANDE,28/12/2017,24.75
ISLA GRANDE,28/12/2018,1.25
ISLA GRANDE,29/01/2016,0
ISLA GRANDE,29/01/2017,0.625
ISLA GRANDE,29/01/2018,2.5
ISLA GRANDE,29/02/2016,7.375
ISLA GRANDE,29/03/2016,0
ISLA GRANDE,29/03/2017,0
ISLA GRANDE,29/03/2018,0
ISLA GRANDE,29/04/2016,0
ISLA GRANDE,29/04/2017,0
ISLA GRANDE,29/04/2018,0
ISLA GRANDE,29/05/2015,0
ISLA GRANDE,29/05/2016,1.25
ISLA GRANDE,29/05/2017,7.5
ISLA GRANDE,29/05/2018,0.625
ISLA GRANDE,29/06/2015,0
ISLA GRANDE,29/06/2016,5.625
ISLA GRANDE,29/06/2017,10.375
ISLA GRANDE,29/06/2018,5.25
ISLA GRANDE,29/07/2015,2
ISLA GRANDE,29/07/2016,0.125
ISLA GRANDE,29/07/2017,7.75
ISLA GRANDE,29/07/2018,6.75
ISLA GRANDE,29/08/2015,5.75
ISLA GRANDE,29/08/2016,0.5
ISLA GRANDE,29/08/2017,0
ISLA GRANDE,29/08/2018,2
ISLA GRANDE,29/09/2015,2.375
ISLA GRANDE,29/09/2016,22.625
ISLA GRANDE,29/09/2017,0
ISLA GRANDE,29/09/2018,5.25
ISLA GRANDE,29/10/2015,4
ISLA GRANDE,29/10/2016,6.375
ISLA GRANDE,29/10/2017,0
ISLA GRANDE,29/10/2018,44.5
ISLA GRANDE,29/11/2015,0
ISLA GRANDE,29/11/2016,3.5
ISLA GRANDE,29/11/2017,0.875
ISLA GRANDE,29/11/2018,6.25
ISLA GRANDE,29/12/2015,1.375
ISLA GRANDE,29/12/2016,12.125
ISLA GRANDE,29/12/2017,12.5
ISLA GRANDE,29/12/2018,0
ISLA GRANDE,30/01/2016,0.375
ISLA GRANDE,30/01/2017,1.75
ISLA GRANDE,30/01/2018,1.625
ISLA GRANDE,30/03/2016,0
ISLA GRANDE,30/03/2017,0
ISLA GRANDE,30/03/2018,0
ISLA GRANDE,30/04/2016,0
ISLA GRANDE,30/04/2017,0
ISLA GRANDE,30/04/2018,0
ISLA GRANDE,30/05/2015,0
ISLA GRANDE,30/05/2016,9.25
ISLA GRANDE,30/05/2017,17
ISLA GRANDE,30/05/2018,82
ISLA GRANDE,30/06/2015,11.75
ISLA GRANDE,30/06/2016,23.25
ISLA GRANDE,30/06/2017,17.625
ISLA GRANDE,30/06/2018,25.75
ISLA GRANDE,30/07/2016,44.5
ISLA GRANDE,30/07/2017,9
ISLA GRANDE,30/07/2018,23.125
ISLA GRANDE,30/08/2015,14.25
ISLA GRANDE,30/08/2016,0
ISLA GRANDE,30/08/2017,9
ISLA GRANDE,30/08/2018,2.75
ISLA GRANDE,30/09/2015,4.25
ISLA GRANDE,30/09/2016,0
ISLA GRANDE,30/09/2017,0
ISLA GRANDE,30/09/2018,0
ISLA GRANDE,30/10/2015,8.5
ISLA GRANDE,30/10/2016,5.25
ISLA GRANDE,30/10/2017,29.75
ISLA GRANDE,30/10/2018,27.125
ISLA GRANDE,30/11/2015,0
ISLA GRANDE,30/11/2016,7.125
ISLA GRANDE,30/11/2017,0
ISLA GRANDE,30/11/2018,0.25
ISLA GRANDE,30/12/2015,0
ISLA GRANDE,30/12/2016,14.75
ISLA GRANDE,30/12/2017,16.75
ISLA GRANDE,30/12/2018,0
ISLA GRANDE,31/01/2016,0
ISLA GRANDE,31/01/2017,0.625
ISLA GRANDE,31/01/2018,2.5
ISLA GRANDE,31/03/2016,0
ISLA GRANDE,31/03/2017,0
ISLA GRANDE,31/03/2018,0
ISLA GRANDE,31/05/2015,7.25
ISLA GRANDE,31/05/2016,3
ISLA GRANDE,31/05/2017,0.75
ISLA GRANDE,31/05/2018,32.5
ISLA GRANDE,31/07/2015,2.25
ISLA GRANDE,31/07/2016,31.5
ISLA GRANDE,31/07/2017,5.125
ISLA GRANDE,31/07/2018,5.875
ISLA GRANDE,31/08/2015,11
ISLA GRANDE,31/08/2016,44.5
ISLA GRANDE,31/08/2017,1.25
ISLA GRANDE,31/08/2018,16.5
ISLA GRANDE,31/10/2015,3.5
ISLA GRANDE,31/10/2016,30.875
ISLA GRANDE,31/10/2017,1.875
ISLA GRANDE,31/10/2018,3
ISLA GRANDE,31/12/2015,0
ISLA GRANDE,31/12/2016,7.375
ISLA GRANDE,31/12/2017,13.75
ISLA GRANDE,31/12/2018,0
MELCHORA,01/01/2017,9.5
MELCHORA,01/01/2018,0.333333333
MELCHORA,01/01/2019,0.9
MELCHORA,01/02/2016,0.571428571
MELCHORA,01/02/2017,0.541666667
MELCHORA,01/02/2018,0
MELCHORA,01/03/2016,2.678571429
MELCHORA,01/03/2017,0.708333333
MELCHORA,01/03/2018,4.666666667
MELCHORA,01/04/2016,0
MELCHORA,01/04/2017,0
MELCHORA,01/04/2018,0
MELCHORA,01/05/2016,0
MELCHORA,01/05/2017,0
MELCHORA,01/05/2018,0
MELCHORA,01/06/2015,0.392857143
MELCHORA,01/06/2016,0.428571429
MELCHORA,01/06/2017,4.8
MELCHORA,01/06/2018,1.2
MELCHORA,01/07/2015,0
MELCHORA,01/07/2017,54
MELCHORA,01/07/2018,18.9
MELCHORA,01/08/2015,8.357142857
MELCHORA,01/08/2016,4
MELCHORA,01/08/2017,5.8
MELCHORA,01/08/2018,13.4
MELCHORA,01/09/2015,0.928571429
MELCHORA,01/09/2016,0
MELCHORA,01/09/2017,3.8
MELCHORA,01/09/2018,6.2
MELCHORA,01/10/2015,2.642857143
MELCHORA,01/10/2016,2.083333333
MELCHORA,01/10/2017,26
